"MANDT","KURST","FCURR","TCURR","GDATU","FFACT","TFACT","ABWCT","ABWGA"
"800","G","JPY","DEM","80009898","100","1","EURG","00000000"
"001","M","ATS","BEF","81999898","1","1","","00000000"
"800","M","LUF","NLG","81999898","100","1","","00000000"
"800","M","NLG","ATS","80009898","1","1","EURO","00000000"
"000","EURX","MYR","DEM","81999898","100","1","","00000000"
"810","G","USD","JPY","81999898","1","1","","00000000"
"800","G","NZD","USD","79949898","1","1","","00000000"
"800","M","LUF","SEK","81999898","100","1","","00000000"
"800","M","NLG","IEP","80009898","1","1","EURO","00000000"
"811","EURX","SIT","DEM","81999898","100","1","","00000000"
"811","EURX","ESP","DKK","81999898","100","1","","00000000"
"001","M","ATS","CHF","81999898","1","1","","00000000"
"810","G","USD","NOK","81999898","1","1","","00000000"
"000","EURX","MYR","EUR","81999898","1","1","","00000000"
"800","G","USD","DEM","80009898","1","1","EURG","00000000"
"800","M","LUF","USD","81999898","100","1","","00000000"
"800","M","NOK","DKK","79909898","1","1","","00000000"
"810","G","USD","PTE","81999898","1","1","","00000000"
"000","EURX","NOK","DEM","81999898","100","1","","00000000"
"811","EURX","SIT","EUR","81999898","1","1","","00000000"
"800","ICBP","EUR","USD","79989898","1","1","","00000000"
"811","EURX","ESP","GBP","81999898","100","1","","00000000"
"800","M","MXN","ARS","81999898","100","1","","00000000"
"001","M","ATS","DKK","81999898","1","1","","00000000"
"810","G","USD","RUB","81999898","1","1","","00000000"
"800","M","NUC","CAD","80999898","1","1","","00000000"
"000","EURX","NOK","EUR","81999898","1","1","","00000000"
"800","ICBP","JPY","USD","79989898","100","1","","00000000"
"800","M","MXN","BRL","81999898","100","1","","00000000"
"810","G","USD","SEK","81999898","1","1","","00000000"
"811","EURX","SKK","DEM","81999898","100","1","","00000000"
"800","ICBS","EUR","USD","79989898","1","1","","00000000"
"000","EURX","NOK","FRF","81999898","1","1","","00000000"
"811","EURX","ESP","SEK","81999898","100","1","","00000000"
"800","M","MXN","CAD","81999898","100","1","","00000000"
"810","G","USD","ZAR","81999898","1","1","","00000000"
"001","M","ATS","ESP","81999898","1","1","","00000000"
"800","M","PTE","ATS","80009898","100","1","EURO","00000000"
"800","ICBS","JPY","USD","79989898","100","1","","00000000"
"800","M","MXN","DEM","81999898","100","1","","00000000"
"810","G","ZAR","GBP","81999898","1","1","","00000000"
"800","M","PTE","IEP","80009898","100","1","EURO","00000000"
"800","M","MXN","PEN","81999898","100","1","","00000000"
"000","EURX","NZD","DEM","81999898","1","1","","00000000"
"810","P","USD","MXN","81999898","1","1","","00000000"
"811","EURX","EUR","AED","81999898","1","1","","00000000"
"800","ICGP","EUR","USD","79989898","1","1","","00000000"
"800","M","TJLP","BRL","80999898","1","100","","00000000"
"800","M","MXN","USD","81999898","100","1","","00000000"
"001","M","ATS","FIM","81999898","1","1","","00000000"
"811","001","GBP","EUR","80009688","1","1","","00000000"
"000","EURX","NZD","EUR","81999898","1","1","","00000000"
"800","ICGP","JPY","USD","79989898","100","1","","00000000"
"800","M","UNI","KRW","80019898","1","1","","00000000"
"800","M","VEB","ARS","81999898","1000","1","","00000000"
"811","001","GBP","EUR","80009898","1","1","","00000000"
"800","ICGS","EUR","USD","79989898","1","1","","00000000"
"000","EURX","PEN","DEM","81999898","100","1","","00000000"
"001","M","ATS","FRF","81999898","1","1","","00000000"
"800","M","VEB","BRL","81999898","1000","1","","00000000"
"800","M","USD","ECU","80009898","1","1","EURX","00000000"
"811","0011","GBP","EUR","80009688","1","1","","00000000"
"800","ICGS","JPY","USD","79989898","100","1","","00000000"
"800","M","VEB","CAD","81999898","1000","1","","00000000"
"000","EURX","PEN","EUR","81999898","1","1","","00000000"
"800","M","USD","IEP","80009898","1","1","EURX","00000000"
"811","0011","GBP","EUR","80009898","1","1","","00000000"
"800","ICMP","EUR","USD","79989898","1","1","","00000000"
"001","M","ATS","GBP","81999898","1","1","","00000000"
"800","M","VEB","DEM","81999898","100","1","","00000000"
"800","ICMP","JPY","USD","79989898","100","1","","00000000"
"000","EURX","PHP","DEM","81999898","100","1","","00000000"
"811","001D","DEM","EUR","80999898","1","1","","00000000"
"800","M","USD","JPY","80009898","1","1","EURX","00000000"
"800","M","VEB","JPY","81999898","100","1","","00000000"
"001","M","ATS","GRD","81999898","1","1","","00000000"
"000","EURX","PHP","EUR","81999898","1","1","","00000000"
"800","ICMS","EUR","USD","79989898","1","1","","00000000"
"800","M","USD","KRW","79959569","1","1","","00000000"
"800","M","VEB","PEN","81999898","1000","1","","00000000"
"811","0021","GBP","EUR","80009688","1","1","","00000000"
"001","M","ATS","IEP","81999898","1","1","","00000000"
"811","0021","GBP","EUR","80009898","1","1","","00000000"
"810","M","ATS","ATS","81999898","1","1","","00000000"
"000","EURX","PLN","DEM","81999898","100","1","","00000000"
"800","ICMS","JPY","USD","79989898","100","1","","00000000"
"811","0022","GBP","EUR","80009688","1","1","","00000000"
"001","M","ATS","ITL","81999898","1","1","","00000000"
"810","M","ATS","DEM","81999898","1","1","","00000000"
"800","M","AED","EUR","80009898","1","1","EURX","00000000"
"000","EURX","PLN","EUR","81999898","1","1","","00000000"
"811","0022","GBP","EUR","80009898","1","1","","00000000"
"810","M","AUD","ATS","81999898","1","1","","00000000"
"800","M","ARS","DEM","80009898","100","1","EURX","00000000"
"811","1012","DEM","EUR","79989898","1","1","","00000000"
"000","EURX","ROL","DEM","81999898","10000","1","","00000000"
"001","M","ATS","LUF","81999898","1","1","","00000000"
"810","M","AUD","AUD","81999898","1","1","","00000000"
"811","M","AED","EUR","80009898","1","1","EURX","00000000"
"800","M","ARS","EUR","80009898","1","1","EURX","00000000"
"810","M","AUD","BEF","81999898","1","1","","00000000"
"000","EURX","ROL","EUR","81999898","1000","1","","00000000"
"800","M","USD","KRW","79959574","1","1","","00000000"
"001","M","ATS","NLG","81999898","1","1","","00000000"
"811","M","ARS","EUR","80009898","1","1","EURX","00000000"
"800","M","ATS","BEF","80009898","1","1","EURO","00000000"
"810","M","AUD","CAD","81999898","1","1","","00000000"
"000","EURX","RUB","DEM","81999898","100","1","","00000000"
"800","M","USD","KRW","79959874","1","1","","00000000"
"811","M","AUD","EUR","80009898","1","1","EURX","00000000"
"810","M","AUD","DEM","81999898","1","1","","00000000"
"000","EURX","RUB","EUR","81999898","1","1","","00000000"
"800","M","ATS","DEM","80009898","100","1","EURO","00000000"
"001","M","ATS","NOK","81999898","1","1","","00000000"
"811","M","CLP","EUR","80009898","1","1","EURX","00000000"
"810","M","AUD","ECU","81999898","1","1","","00000000"
"800","M","USD","KRW","79959889","1","1","","00000000"
"800","M","ATS","ESP","80009898","1","1","EURO","00000000"
"811","M","COP","EUR","80009898","1","1","EURX","00000000"
"000","EURX","SAR","DEM","81999898","100","1","","00000000"
"810","M","AUD","ESP","81999898","1","1","","00000000"
"001","M","ATS","PTE","81999898","1","1","","00000000"
"811","M","CZK","EUR","80009898","1","1","EURX","00000000"
"800","M","ATS","FIM","80009898","100","1","EURO","00000000"
"800","M","USD","KRW","79968789","1","1","","00000000"
"000","EURX","SAR","EUR","81999898","1","1","","00000000"
"810","M","AUD","FFR","81999898","1","1","","00000000"
"811","M","HRK","EUR","80009898","1","1","EURX","00000000"
"800","M","ATS","FRF","80009898","100","1","EURO","00000000"
"000","EURX","SEK","DEM","81999898","100","1","","00000000"
"810","M","AUD","FRF","81999898","1","1","","00000000"
"001","M","ATS","SEK","81999898","1","1","","00000000"
"811","M","HUF","EUR","80009898","1","1","EURX","00000000"
"800","M","USD","KRW","79968869","1","1","","00000000"
"000","EURX","SEK","EUR","81999898","1","1","","00000000"
"800","M","USD","KRW","79969069","1","1","","00000000"
"001","M","AUD","DEM","81999898","1","1","","00000000"
"000","EURX","SEK","FRF","81999898","1","1","","00000000"
"811","M","NOK","EUR","80009898","1","1","EURX","00000000"
"810","M","AUD","GBP","81999898","1","1","","00000000"
"800","M","USD","KRW","79969298","1","1","","00000000"
"001","M","AUD","NZD","81999898","1","1","","00000000"
"811","M","PEN","EUR","80009898","1","1","EURX","00000000"
"000","EURX","SGD","DEM","81999898","100","1","","00000000"
"810","M","AUD","PTE","81999898","1","1","","00000000"
"800","M","USD","KRW","80009688","1","1","","00000000"
"811","M","PKT","EUR","80009898","1","1","EURO","00000000"
"000","EURX","SGD","EUR","81999898","1","1","","00000000"
"810","M","AUD","SGD","81999898","1","1","","00000000"
"001","M","BEF","DKK","81999898","1","1","","00000000"
"811","M","PLN","EUR","80009898","1","1","EURX","00000000"
"000","EURX","SIT","DEM","81999898","100","1","","00000000"
"800","M","USD","KRW","80019898","1","1","","00000000"
"810","M","BEF","BEF","81999898","1","1","","00000000"
"811","M","ROL","EUR","80009898","1000","1","EURX","00000000"
"001","M","BEF","ESP","81999898","1","1","","00000000"
"811","M","RUB","EUR","80009898","1","1","EURX","00000000"
"810","M","BEF","DEM","81999898","1","1","","00000000"
"000","EURX","SIT","EUR","81999898","1","1","","00000000"
"800","M","USD","THB","79959898","1","1","","00000000"
"811","M","SEK","EUR","80009898","1","1","EURX","00000000"
"810","M","CAD","ATS","81999898","1","1","","00000000"
"001","M","BEF","FIM","81999898","1","1","","00000000"
"000","EURX","SKK","DEM","81999898","100","1","","00000000"
"811","M","SIT","EUR","80009898","1","1","EURX","00000000"
"800","M","USD","UNI","79978768","1","1","","00000000"
"810","M","CAD","AUD","81999898","1","1","","00000000"
"000","EURX","SKK","EUR","81999898","1","1","","00000000"
"811","M","SKK","EUR","80009898","1","1","EURX","00000000"
"001","M","BEF","FRF","81999898","1","1","","00000000"
"810","M","CAD","BEF","81999898","1","1","","00000000"
"811","B","DEM","JPY","80009898","1","1","EURB","00000000"
"810","M","CAD","CAD","81999898","1","1","","00000000"
"000","EURX","THB","DEM","81999898","100","1","","00000000"
"811","M","VEB","EUR","80009898","1","1","EURX","00000000"
"001","M","BEF","GBP","81999898","1","1","","00000000"
"810","M","CAD","CHF","81999898","1","1","","00000000"
"811","P","CAD","EUR","80009898","1","1","","00000000"
"811","EURO","DEM","PKT","80009898","1","1","","00000000"
"000","EURX","THB","EUR","81999898","1","1","","00000000"
"811","P","CAD","EUR","80499898","1","1","","00000000"
"810","M","CAD","DEM","81999898","1","1","","00000000"
"001","M","BEF","GRD","81999898","1","1","","00000000"
"000","EURX","TRL","DEM","81999898","1000000","1","","00000000"
"811","EURO","EUR","PKT","80009898","1","1","","00000000"
"810","M","CAD","ECU","81999898","1","1","","00000000"
"812","EURO","ATS","BEF","81999898","1","1","","00000000"
"000","EURX","TRL","EUR","81999898","100000","1","","00000000"
"001","M","BEF","IEP","81999898","1","1","","00000000"
"810","M","CAD","ESP","81999898","1","1","","00000000"
"811","EURX","USD","PKT","80009898","1","1","","00000000"
"812","EURO","ATS","ESP","81999898","1","1","","00000000"
"000","EURX","TWD","DEM","81999898","100","1","","00000000"
"810","M","CAD","FFR","81999898","1","1","","00000000"
"812","EURO","ATS","FIM","81999898","100","1","","00000000"
"811","G","DEM","JPY","80009898","1","1","EURG","00000000"
"001","M","BEF","ITL","81999898","1","1","","00000000"
"810","M","CAD","FRF","81999898","1","1","","00000000"
"000","EURX","TWD","EUR","81999898","1","1","","00000000"
"812","EURO","ATS","IEP","81999898","100","1","","00000000"
"811","G","USD","BRL","79989794","1","1","","00000000"
"000","EURX","UAH","DEM","81999898","100","1","","00000000"
"812","EURO","ATS","ITL","81999898","1","1","","00000000"
"001","M","BEF","LUF","81999898","1","1","","00000000"
"811","M","ATS","IEP","80009898","100","1","EURO","00000000"
"000","EURX","UAH","EUR","81999898","1","1","","00000000"
"811","M","BEF","ATS","80009898","100","1","EURO","00000000"
"812","EURO","ATS","LUF","81999898","1","1","","00000000"
"001","M","BEF","NOK","81999898","1","1","","00000000"
"810","M","CAD","GBP","81999898","1","1","","00000000"
"812","EURO","ATS","NLG","81999898","100","1","","00000000"
"000","EURX","USD","DEM","81999898","1","1","","00000000"
"811","M","BEF","IEP","80009898","1","1","EURO","00000000"
"810","M","CAD","ITL","81999898","1","1","","00000000"
"001","M","BEF","PTE","81999898","1","1","","00000000"
"812","EURO","ATS","PTE","81999898","1","1","","00000000"
"810","M","CAD","LIT","81999898","1","1","","00000000"
"000","EURX","USD","EUR","81999898","1","1","","00000000"
"811","M","CAD","JPY","80008798","1","100","","00000000"
"812","EURO","BEF","ATS","81999898","100","1","","00000000"
"001","M","BEF","SEK","81999898","1","1","","00000000"
"810","M","CAD","MXN","81999898","1","1","","00000000"
"000","EURX","USD","FRF","81999898","1","1","","00000000"
"811","M","CHF","ATS","80009898","1","1","EURX","00000000"
"812","EURO","BEF","ESP","81999898","1","1","","00000000"
"810","M","CAD","PTE","81999898","1","1","","00000000"
"001","M","BRL","ARS","81999898","1","1","","00000000"
"000","EURX","VEB","DEM","81999898","100","1","","00000000"
"812","EURO","BEF","FIM","81999898","100","1","","00000000"
"811","M","CHF","ECU","80009898","1","1","EURX","00000000"
"810","M","CAD","SFR","81999898","1","1","","00000000"
"000","EURX","VEB","EUR","81999898","1","1","","00000000"
"812","EURO","BEF","IEP","81999898","100","1","","00000000"
"810","M","CHF","DEM","81999898","1","1","","00000000"
"811","M","CHF","IEP","80009898","1","1","EURX","00000000"
"001","M","BRL","CAD","81999898","1","1","","00000000"
"812","EURO","BEF","ITL","81999898","1","1","","00000000"
"000","EURX","ZAR","DEM","81999898","1","1","","00000000"
"810","M","CHF","FRF","81999898","1","1","","00000000"
"811","M","DEM","ARS","80009898","1","1","EURX","00000000"
"812","EURO","BEF","LUF","81999898","1","1","","00000000"
"000","EURX","ZAR","EUR","81999898","1","1","","00000000"
"001","M","BRL","CLP","81999898","1","1","","00000000"
"810","M","DKK","DEM","81999898","1","1","","00000000"
"811","M","DEM","ATS","80009898","1","1","EURO","00000000"
"812","EURO","BEF","NLG","81999898","100","1","","00000000"
"810","M","DKK","DKK","81999898","1","1","","00000000"
"811","M","DEM","BRL","80009898","1","1","EURX","00000000"
"000","P","DEM","EUR","81999898","1","1","EURO","00000000"
"001","M","BRL","MXN","81999898","1","1","","00000000"
"812","EURO","BEF","PTE","81999898","1","1","","00000000"
"810","M","DKK","SEK","81999898","1","1","","00000000"
"000","P","EUR","DEM","81999898","1","1","EURO","00000000"
"812","EURO","DEM","ATS","81999898","1","1","","00000000"
"811","M","DEM","CLP","80009898","1","1","EURX","00000000"
"810","M","ECU","AUD","81999898","1","1","","00000000"
"001","M","BRL","PEN","81999898","1","1","","00000000"
"811","M","DEM","COP","80009898","1","1","EURX","00000000"
"000","P","JPY","DEM","81999898","100","1","","00000000"
"810","M","ECU","CAD","81999898","1","1","","00000000"
"812","EURO","DEM","BEF","81999898","1","1","","00000000"
"001","M","BRL","VEB","81999898","1","1","","00000000"
"810","M","ECU","DEM","81999898","1","1","","00000000"
"000","P","JPY","EUR","81999898","1","1","","00000000"
"811","M","DEM","CZK","80009898","1","1","EURX","00000000"
"812","EURO","DEM","ESP","81999898","1","1","","00000000"
"001","EURX","BEF","USD","81999898","1","1","","00000000"
"001","M","CAD","ARS","81999898","1","1","","00000000"
"810","M","ECU","ECU","81999898","1","1","","00000000"
"000","P","USD","DEM","81999898","1","1","","00000000"
"812","EURO","DEM","FIM","81999898","1","1","","00000000"
"811","M","DEM","ECU","80009898","1","1","EURO","00000000"
"810","M","ECU","GBP","81999898","1","1","","00000000"
"812","EURO","DEM","IEP","81999898","1","1","","00000000"
"811","M","DEM","HRK","80009898","1","1","EURX","00000000"
"000","P","USD","EUR","81999898","1","1","","00000000"
"001","EURX","BGN","DEM","81999898","100","1","","00000000"
"810","M","ECU","PTE","81999898","1","1","","00000000"
"812","EURO","DEM","ITL","81999898","1","1","","00000000"
"001","M","CAD","BRL","81999898","1","1","","00000000"
"811","M","DEM","HUF","80009898","1","1","EURX","00000000"
"812","EURO","DEM","LUF","81999898","1","1","","00000000"
"001","100*","USD","DEM","81999898","1","1","","00000000"
"810","M","ESP","DEM","81999898","1","1","","00000000"
"001","EURX","BRL","DEM","81999898","100","1","","00000000"
"001","M","CAD","CLP","81999898","1","1","","00000000"
"811","M","DEM","IEP","80009898","100","1","EURO","00000000"
"810","M","ESP","GBP","81999898","100","1","","00000000"
"001","1001","USD","DEM","81999898","1","1","","00000000"
"811","M","DEM","JPY","80009898","1","1","EURX","00000000"
"812","EURO","DEM","NLG","81999898","1","1","","00000000"
"001","EURX","CAD","DEM","81999898","1","1","","00000000"
"001","M","CAD","DEM","81999898","1","1","","00000000"
"810","M","ESP","PTE","81999898","1","1","","00000000"
"001","1002","USD","DEM","81999898","1","1","","00000000"
"812","EURO","DEM","PTE","81999898","1","1","","00000000"
"811","M","DEM","MXN","80009898","1","1","EURX","00000000"
"810","M","FIM","DEM","81999898","1","1","","00000000"
"001","EURX","CHF","DEM","81999898","100","1","","00000000"
"001","1003","USD","DEM","81999898","1","1","","00000000"
"001","M","CAD","MXN","81999898","1","1","","00000000"
"811","M","DEM","PEN","80009898","1","1","EURX","00000000"
"812","EURO","ESP","ATS","81999898","100","1","","00000000"
"810","M","FIM","FIM","81999898","1","1","","00000000"
"811","M","DEM","PLN","80009898","1","1","EURX","00000000"
"001","1004","USD","DEM","81999898","1","1","","00000000"
"001","EURX","CLP","DEM","81999898","100","1","","00000000"
"810","M","FIM","SEK","81999898","1","1","","00000000"
"812","EURO","ESP","BEF","81999898","100","1","","00000000"
"001","M","CAD","PEN","81999898","1","1","","00000000"
"811","M","DEM","ROL","80009898","1","1000","EURX","00000000"
"810","M","FRF","CHF","81999898","1","1","","00000000"
"001","200*","USD","DEM","81999898","1","1","","00000000"
"812","EURO","ESP","FIM","81999898","100","1","","00000000"
"001","EURX","CNY","DEM","81999898","100","1","","00000000"
"001","M","CAD","VEB","81999898","1","1","","00000000"
"811","M","DEM","RUB","80009898","1","1","EURX","00000000"
"812","EURO","ESP","IEP","81999898","100","1","","00000000"
"001","2001","USD","DEM","81999898","1","1","","00000000"
"810","M","FRF","DEM","81999898","1","1","","00000000"
"811","M","DEM","SIT","80009898","1","1","EURX","00000000"
"001","EURX","COP","DEM","81999898","1000","1","","00000000"
"001","M","CHF","ATS","81999898","1","1","","00000000"
"812","EURO","ESP","ITL","81999898","1","1","","00000000"
"001","2002","USD","DEM","81999898","1","1","","00000000"
"810","M","FRF","ESP","81999898","1","1","","00000000"
"811","M","DEM","SKK","80009898","1","1","EURX","00000000"
"812","EURO","ESP","LUF","81999898","100","1","","00000000"
"810","M","FRF","FRF","81999898","1","1","","00000000"
"001","2003","USD","DEM","81999898","1","1","","00000000"
"001","M","CHF","BEF","81999898","1","1","","00000000"
"812","EURO","ESP","NLG","81999898","100","1","","00000000"
"811","M","DEM","VEB","80009898","1","1","EURX","00000000"
"810","M","FRF","SEK","81999898","1","1","","00000000"
"001","2004","USD","DEM","81999898","1","1","","00000000"
"812","EURO","ESP","PTE","81999898","1","1","","00000000"
"810","M","GBP","AUD","81999898","1","1","","00000000"
"001","M","CHF","DKK","81999898","1","1","","00000000"
"811","M","ESP","ATS","80009898","100","1","EURO","00000000"
"812","EURO","EUR","ATS","81999898","1","1","","00000000"
"810","M","GBP","CAD","81999898","1","1","","00000000"
"001","EURO","ATS","DEM","81999898","100","1","","00000000"
"811","M","ESP","IEP","80009898","100","1","EURO","00000000"
"001","M","CHF","ESP","81999898","1","1","","00000000"
"812","EURO","EUR","BEF","81999898","1","1","","00000000"
"810","M","GBP","DEM","81999898","1","1","","00000000"
"001","EURO","ATS","EUR","81999898","1","1","","00000000"
"811","M","EUR","AED","80009898","1","1","EURX","00000000"
"812","EURO","EUR","ESP","81999898","1","1","","00000000"
"810","M","GBP","ECU","81999898","1","1","","00000000"
"001","M","CHF","FIM","81999898","1","1","","00000000"
"811","M","EUR","ARS","80009898","1","1","EURX","00000000"
"001","EURO","ATS","FRF","81999898","1","1","","00000000"
"810","M","GBP","ESP","81999898","1","1","","00000000"
"812","EURO","EUR","FIM","81999898","1","1","","00000000"
"001","EURO","BEF","DEM","81999898","100","1","","00000000"
"811","M","EUR","AUD","80009898","1","1","EURX","00000000"
"001","M","CHF","FRF","81999898","1","1","","00000000"
"810","M","GBP","FIM","81999898","1","1","","00000000"
"812","EURO","EUR","IEP","81999898","100","1","","00000000"
"810","M","GBP","GBP","81999898","1","1","","00000000"
"001","EURO","BEF","EUR","81999898","1","1","","00000000"
"812","EURO","EUR","ITL","81999898","1","1","","00000000"
"001","M","CHF","GBP","81999898","1","1","","00000000"
"810","M","GBP","ITL","81999898","1","1","","00000000"
"812","EURO","EUR","LUF","81999898","1","1","","00000000"
"001","EURO","BEF","FRF","81999898","1","1","","00000000"
"810","M","GBP","PTE","81999898","1","1","","00000000"
"001","M","CHF","GRD","81999898","1","1","","00000000"
"812","EURO","EUR","NLG","81999898","1","1","","00000000"
"001","EURX","CYP","DEM","81999898","1","1","","00000000"
"001","EURO","DEM","EUR","81999898","1","1","","00000000"
"810","M","GBP","SEK","81999898","1","1","","00000000"
"812","EURO","EUR","PTE","81999898","1","1","","00000000"
"001","EURO","DEM","FRF","81999898","1","1","","00000000"
"810","M","GBP","ZAR","81999898","1","1","","00000000"
"811","M","EUR","CLP","80009898","1","1","EURX","00000000"
"001","M","CHF","IEP","81999898","1","1","","00000000"
"812","EURO","FIM","ATS","81999898","1","1","","00000000"
"800","M","ATS","ITL","80009898","1","1","EURO","00000000"
"001","EURX","CZK","DEM","81999898","100","1","","00000000"
"810","M","ITL","AUD","81999898","1000","1","","00000000"
"001","EURO","ESP","DEM","81999898","100","1","","00000000"
"811","M","EUR","COP","80009898","1","1","EURX","00000000"
"812","EURO","FIM","BEF","81999898","1","1","","00000000"
"810","M","ITL","CAD","81999898","1000","1","","00000000"
"001","M","CHF","ITL","81999898","1","1","","00000000"
"001","EURX","DEM","USD","81999898","1","1","","00000000"
"800","M","ATS","LUF","80009898","1","1","EURO","00000000"
"812","EURO","FIM","ESP","81999898","1","1","","00000000"
"001","EURO","ESP","EUR","81999898","1","1","","00000000"
"811","M","EUR","CZK","80009898","1","1","EURX","00000000"
"810","M","ITL","CHF","81999898","1000","1","","00000000"
"800","M","ATS","NLG","80009898","100","1","EURO","00000000"
"812","EURO","FIM","IEP","81999898","1","1","","00000000"
"001","M","CHF","LUF","81999898","1","1","","00000000"
"810","M","ITL","DEM","81999898","1000","1","","00000000"
"001","EURO","ESP","FRF","81999898","100","1","","00000000"
"811","M","EUR","HRK","80009898","1","1","EURX","00000000"
"001","EURX","DKK","DEM","81999898","100","1","","00000000"
"812","EURO","FIM","ITL","81999898","1","1","","00000000"
"800","M","ATS","PTE","80009898","1","1","EURO","00000000"
"810","M","ITL","ECU","81999898","1000","1","","00000000"
"001","EURO","EUR","DEM","81999898","1","1","","00000000"
"001","M","CHF","NLG","81999898","1","1","","00000000"
"811","M","EUR","HUF","80009898","1","1","EURX","00000000"
"001","EURX","ESP","USD","81999898","1","1","","00000000"
"810","M","ITL","ESP","81999898","1","1","","00000000"
"800","M","AUD","EUR","80009898","1","1","EURX","00000000"
"001","EURO","EUR","FRF","81999898","1","1","","00000000"
"811","M","EUR","NOK","80009898","1","1","EURX","00000000"
"810","M","ITL","FRF","81999898","1000","1","","00000000"
"800","M","BEF","DEM","80009898","100","1","EURO","00000000"
"001","M","CHF","NOK","81999898","1","1","","00000000"
"001","EURX","EUR","DEM","81999898","1","1","","00000000"
"001","EURO","FIM","DEM","81999898","100","1","","00000000"
"810","M","ITL","GBP","81999898","1000","1","","00000000"
"811","M","EUR","PEN","80009898","1","1","EURX","00000000"
"800","M","BEF","ESP","80009898","1","1","EURO","00000000"
"810","M","ITL","ITL","81999898","1","1","","00000000"
"001","M","CHF","PTE","81999898","1","1","","00000000"
"811","M","EUR","PLN","80009898","1","1","EURX","00000000"
"800","M","BEF","FIM","80009898","100","1","EURO","00000000"
"001","EURX","EUR","USD","81999898","1","1","","00000000"
"001","EURO","FIM","EUR","81999898","1","1","","00000000"
"810","M","ITL","PTE","81999898","1000","1","","00000000"
"811","M","EUR","ROL","80009898","1","1000","EURX","00000000"
"001","EURO","FIM","FRF","81999898","1","1","","00000000"
"800","M","BEF","FRF","80009898","100","1","EURO","00000000"
"810","M","ITL","USD","81999898","1000","1","","00000000"
"001","M","CHF","SEK","81999898","1","1","","00000000"
"001","EURX","FIM","USD","81999898","1","1","","00000000"
"811","M","EUR","RUB","80009898","1","1","EURX","00000000"
"810","M","JPY","DEM","81999898","100","1","","00000000"
"800","M","BEF","ITL","80009898","1","1","EURO","00000000"
"001","EURO","FRF","DEM","81999898","100","1","","00000000"
"001","M","CLP","COP","81999898","1","1","","00000000"
"810","M","JPY","USD","81999898","100","1","","00000000"
"001","EURO","FRF","EUR","81999898","1","1","","00000000"
"800","M","BEF","LUF","80009898","1","1","EURO","00000000"
"811","M","EUR","SEK","80009898","1","1","EURX","00000000"
"001","EURX","FRF","USD","81999898","1","1","","00000000"
"810","M","KWD","DEM","81999898","1","1","","00000000"
"811","M","EUR","SIT","80009898","1","1","EURX","00000000"
"001","M","CLP","VEB","81999898","1","1","","00000000"
"001","EURO","GRD","DEM","81999898","100","1","","00000000"
"800","M","BEF","NLG","80009898","100","1","EURO","00000000"
"810","M","MXN","CAD","81999898","1","1","","00000000"
"001","EURX","GBP","DEM","81999898","1","1","","00000000"
"001","EURO","GRD","EUR","81999898","1","1","","00000000"
"810","M","MXN","DEM","81999898","1","1","","00000000"
"800","M","BEF","PTE","80009898","1","1","EURO","00000000"
"811","M","EUR","SKK","80009898","1","1","EURX","00000000"
"001","M","COP","CLP","81999898","1","1","","00000000"
"001","EURX","GRD","DEM","81999898","100","1","","00000000"
"810","M","NLG","DEM","81999898","1","1","","00000000"
"001","EURO","GRD","FRF","81999898","100","1","","00000000"
"811","M","EUR","UNI","79969898","1","1","","00000000"
"800","M","BRL","DEM","80009898","100","1","EURX","00000000"
"810","M","NLG","NLG","81999898","1","1","","00000000"
"001","M","CYP","DEM","81999898","1","1","","00000000"
"001","EURX","GRD","USD","81999898","1","1","","00000000"
"811","M","EUR","VEB","80009898","1","1","EURX","00000000"
"001","EURO","IEP","DEM","81999898","1","1","","00000000"
"810","M","NOK","DEM","81999898","1","1","","00000000"
"800","M","CHF","BEF","80009898","1","1","EURX","00000000"
"001","M","DEM3","DEM","81999898","1","1","","00000000"
"001","EURX","HKD","DEM","81999898","100","1","","00000000"
"811","M","FIM","ATS","80009898","1","1","EURO","00000000"
"810","M","NOK","NOK","81999898","1","1","","00000000"
"001","EURO","IEP","EUR","81999898","1","100","","00000000"
"800","M","CHF","DEM","80009898","1","1","EURX","00000000"
"811","M","FIM","IEP","80009898","1","1","EURO","00000000"
"810","M","PTE","AUD","81999898","1","1","","00000000"
"001","M","DKK","ATS","81999898","1","1","","00000000"
"001","EURO","IEP","FRF","81999898","1","1","","00000000"
"800","M","CHF","ESP","80009898","1","1","EURX","00000000"
"001","EURX","HRK","DEM","81999898","100","1","","00000000"
"811","M","FRF","ATS","80009898","1","1","EURO","00000000"
"810","M","PTE","CAD","81999898","1","1","","00000000"
"800","M","CHF","FIM","80009898","1","1","EURX","00000000"
"001","EURO","ITL","DEM","81999898","1000","1","","00000000"
"811","M","FRF","IEP","80009898","1","1","EURO","00000000"
"810","M","PTE","DEM","81999898","1","1","","00000000"
"001","EURX","HUF","DEM","81999898","100","1","","00000000"
"001","M","DKK","BEF","81999898","1","1","","00000000"
"800","M","CHF","FRF","80009898","1","1","EURX","00000000"
"001","EURO","ITL","EUR","81999898","1","1","","00000000"
"811","M","GBP","ATS","80009898","1","1","EURX","00000000"
"810","M","PTE","ECU","81999898","1","1","","00000000"
"800","M","CHF","ITL","80009898","1","1","EURX","00000000"
"001","EURX","IDR","DEM","81999898","1000","1","","00000000"
"001","M","DKK","CHF","81999898","1","1","","00000000"
